STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/29/2000,13.5,,,17.8,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/30/2000,0,,,19.4,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",10/31/2000,0,,,20.6,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/1/2000,0,,,21.7,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/2/2000,0,,,23.9,11.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/3/2000,0,,,25.6,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/4/2000,0,,,25,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/5/2000,0,,,19.4,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/6/2000,0,,,21.7,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/7/2000,0,,,22.2,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/8/2000,0,,,21.7,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/9/2000,0,,,17.8,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/10/2000,0,,,16.1,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/11/2000,0,,,16.1,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/12/2000,0,,,18.3,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/13/2000,0,,,20,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/14/2000,0,,,16.7,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/15/2000,0,,,17.2,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/16/2000,0,,,17.2,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/17/2000,0,,,20.6,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/18/2000,0,,,21.1,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/19/2000,0,,,26.1,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/20/2000,0,,,26.7,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/21/2000,0,,,23.9,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/22/2000,0,,,17.8,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/23/2000,0,,,19.4,7.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/24/2000,0,,,20.6,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/25/2000,0,,,23.9,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/26/2000,0,,,23.9,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/27/2000,0,,,22.2,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/28/2000,0,,,24.4,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/29/2000,0,,,18.3,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",11/30/2000,0,,,20,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/1/2000,0,,,17.2,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/2/2000,0,,,20.6,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/3/2000,0,,,21.7,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/4/2000,0,,,23.9,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/5/2000,0,,,26.7,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/6/2000,0,,,23.3,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/7/2000,0,,,23.3,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/8/2000,0,,,17.8,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/9/2000,0,,,18.3,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/10/2000,0,,,17.8,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/11/2000,0,,,16.7,7.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/12/2000,0,,,17.8,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/13/2000,0,,,16.7,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/14/2000,0,,,16.7,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/15/2000,0,,,17.8,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/16/2000,0,,,25.6,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/17/2000,0,,,25,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/18/2000,0,,,24.4,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/19/2000,0,,,25,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/20/2000,0,,,22.2,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/21/2000,0,,,20.6,6.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/22/2000,0,,,17.8,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/23/2000,0,,,17.8,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/24/2000,0,,,17.8,6.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/25/2000,0,,,22.8,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/26/2000,0,,,21.7,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/27/2000,0,,,23.3,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/28/2000,0,,,24.4,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/29/2000,0,,,25,6.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/30/2000,0,,,22.2,6.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",12/31/2000,0,,,22.2,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/1/2001,0,,,24.4,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/2/2001,0,,,26.7,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/3/2001,0,,,26.7,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/4/2001,0,,,27.2,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/5/2001,0,,,21.1,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/6/2001,0,,,21.7,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/7/2001,0,,,21.7,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/8/2001,6.9,,,13.9,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/9/2001,0,,,17.2,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/10/2001,57.4,,,14.4,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/11/2001,39.9,,,12.8,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/12/2001,12.2,,,12.8,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/13/2001,0,,,16.1,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/14/2001,0,,,16.1,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/15/2001,0,,,14.4,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/16/2001,0,,,15.6,3.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/17/2001,0,,,16.7,3.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/18/2001,0,,,18.3,3.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/19/2001,0,,,18.3,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/20/2001,0,,,22.8,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/21/2001,0,,,21.7,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/22/2001,0,,,18.3,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/23/2001,0,,,17.2,6.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/24/2001,7.6,,,14.4,7.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/25/2001,0,,,15,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/26/2001,18,,,10.6,6.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/27/2001,0,,,14.4,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/28/2001,0,,,15.6,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/29/2001,0,,,15,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/30/2001,0,,,18.3,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1/31/2001,0,,,18.9,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/1/2001,0,,,20.6,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/2/2001,0,,,23.3,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/3/2001,0,,,28.9,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/4/2001,0,,,30.6,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/5/2001,0,,,27.2,14.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/6/2001,0,,,18.3,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/7/2001,1.5,,,13.9,7.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/8/2001,0,,,15.6,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/9/2001,0,,,14.4,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/10/2001,9.4,,,13.3,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/11/2001,4.8,,,13.9,6.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/12/2001,58.4,,,12.2,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/13/2001,38.4,,,11.1,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/14/2001,1.8,,,14.4,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/15/2001,0,,,15.6,5
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/16/2001,0,,,19.4,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/17/2001,0,,,20.6,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/18/2001,0.5,,,16.7,11.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/19/2001,14.5,,,15,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/20/2001,0,,,17.2,7.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/21/2001,0,,,18.3,7.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/22/2001,0,,,16.7,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/23/2001,3.3,,,14.4,5.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/24/2001,5.6,,,10,7.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/25/2001,59.2,,,12.2,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/26/2001,16.5,,,15.6,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/27/2001,7.1,,,13.3,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2/28/2001,4.3,,,12.2,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/1/2001,0,,,18.9,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/2/2001,0,,,17.8,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/3/2001,0,,,17.2,11.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/4/2001,1,,,16.1,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/5/2001,17.8,,,16.7,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/6/2001,10.9,,,18.3,11.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/7/2001,0,,,19.4,11.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/8/2001,0,,,18.3,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/9/2001,0,,,16.1,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/10/2001,0,,,17.2,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/11/2001,0,,,16.1,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/12/2001,0,,,21.1,11.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/13/2001,0,,,21.7,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/14/2001,0,,,20,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/15/2001,0,,,18.3,11.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/16/2001,0,,,18.9,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/17/2001,0,,,21.1,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/18/2001,0,,,25.6,11.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/19/2001,0,,,30.6,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/20/2001,0,,,25,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/21/2001,0,,,20.6,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/22/2001,0,,,18.9,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/23/2001,0,,,17.8,11.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/24/2001,0,,,18.3,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/25/2001,0,,,20,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/26/2001,0,,,20.6,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/27/2001,0,,,22.8,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/28/2001,0,,,21.1,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/29/2001,0,,,20.6,14.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/30/2001,0,,,22.8,14.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",3/31/2001,0,,,21.1,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/1/2001,0,,,18.3,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/2/2001,0,,,19.4,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/3/2001,0,,,17.2,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/4/2001,0,,,16.7,11.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/5/2001,0,,,17.2,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/6/2001,0,,,17.8,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/7/2001,19.6,,,15,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/8/2001,0,,,16.1,6.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/9/2001,0,,,15,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/10/2001,0,,,17.8,7.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/11/2001,0,,,16.1,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/12/2001,0,,,18.9,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/13/2001,0,,,21.7,8.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/14/2001,0,,,20.6,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/15/2001,0,,,21.1,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/16/2001,0,,,22.2,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/17/2001,0,,,26.1,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/18/2001,0,,,22.8,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/19/2001,0,,,18.9,11.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/20/2001,8.4,,,17.8,10
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/21/2001,0.3,,,17.8,8.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/22/2001,0,,,20.6,9.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/23/2001,0,,,28.3,10.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/24/2001,0,,,33.9,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/25/2001,0,,,27.8,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/26/2001,0,,,22.8,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/27/2001,0,,,20,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/28/2001,0,,,17.2,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/29/2001,0,,,21.1,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",4/30/2001,0,,,21.7,11.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/1/2001,0,,,21.1,12.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/2/2001,0,,,20.6,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/3/2001,0,,,28.3,12.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/4/2001,0,,,24.4,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/5/2001,0,,,26.7,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/6/2001,0,,,26.7,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/7/2001,0,,,26.7,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/8/2001,0,,,29.4,13.3
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/9/2001,0,,,28.3,15
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/10/2001,0,,,25.6,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/11/2001,0,,,26.7,15
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/12/2001,0,,,22.2,15
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/13/2001,0,,,21.1,14.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/14/2001,0,,,22.2,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/15/2001,0,,,23.3,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/16/2001,0,,,22.8,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/17/2001,0,,,25,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/18/2001,0,,,22.8,17.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/19/2001,0,,,22.8,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/20/2001,0,,,20,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/21/2001,0,,,21.7,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/22/2001,0,,,25,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/23/2001,0,,,27.2,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/24/2001,0,,,23.9,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/25/2001,0,,,22.8,17.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/26/2001,0,,,23.9,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/27/2001,0,,,21.7,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/28/2001,0,,,22.2,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/29/2001,0,,,24.4,13.9
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/30/2001,0,,,25,15
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",5/31/2001,0,,,25,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/1/2001,0,,,24.4,17.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/2/2001,0,,,20,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/3/2001,0,,,23.3,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/4/2001,0,,,23.9,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/5/2001,0,,,23.3,15
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/6/2001,0,,,26.1,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/7/2001,0,,,25.6,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/8/2001,0,,,25.6,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/9/2001,0,,,26.1,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/10/2001,0,,,25.6,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/11/2001,0,,,24.4,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/12/2001,0,,,22.8,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/13/2001,0,,,23.3,17.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/14/2001,0,,,30,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/15/2001,0,,,29.4,17.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/16/2001,0,,,29.4,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/17/2001,0,,,27.2,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/18/2001,0,,,28.9,15.6
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/19/2001,0,,,29.4,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/20/2001,0,,,28.3,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/21/2001,0,,,28.9,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/22/2001,0,,,30.6,17.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/23/2001,0,,,29.4,17.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/24/2001,0,,,27.2,16.1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/25/2001,0,,,26.7,17.2
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/26/2001,0,,,27.8,17.8
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/27/2001,0,,,26.7,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/28/2001,0,,,27.8,16.7
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",6/29/2001,0,,,27.2,16.7
